ID;MesSiniestro;Marca;Zona;Sexo;EstadoCivil;Edad;Categoria;CostoVehiculo;Fraude;TipoConductor;Modelo;Testigo;Anio;Pago
9555;Abr;Toyota;Urbana;Hombre;Casado;45;Deportivo;Bajo;0;2;5mas;No;2023;129.9889018
9556;Mar;Toyota;Urbana;Hombre;Casado;80;Sedan;Bajo;0;2;5mas;No;2023;207.3755319
9557;Mar;Honda;Urbana;Hombre;Casado;42;Deportivo;Medio;0;2;5mas;No;2023;180.3607294
9558;Ene;Honda;Urbana;Hombre;Casado;51;Sedan;Bajo;0;1;5mas;No;2023;120.4029706
9559;Oct;Toyota;Urbana;Hombre;Casado;33;Sedan;Bajo;0;2;5mas;No;2023;149.2289195
9560;Oct;Toyota;Urbana;Mujer;Casado;59;Deportivo;Bajo;0;1;5mas;No;2023;215.3672982
9561;Feb;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;2;0y;No;2023;182.704305
9562;Feb;Chevrolet;Urbana;Mujer;Casado;37;Sedan;Bajo;0;1;5mas;No;2023;223.4573904
9563;Ene;Toyota;Urbana;Hombre;Casado;65;Sedan;Bajo;1;4;5mas;No;2023;109.8148952
9564;Mar;Chevrolet;Rural;Hombre;Soltero;28;Sedan;Bajo;0;1;5mas;No;2023;15.58701824
9565;Jun;Mazda;Urbana;Hombre;Casado;45;Deportivo;Bajo;0;2;5mas;No;2023;38.86452794
9566;Jun;Honda;Urbana;Mujer;Soltero;25;Sedan;Bajo;0;4;3y;No;2023;132.5137336
9567;Dic;Pontiac;Urbana;Hombre;Casado;26;Deportivo;Bajo;0;2;5mas;No;2023;241.7608665
9568;Ene;Pontiac;Urbana;Hombre;Casado;36;Sedan;Bajo;0;1;5mas;No;2023;96.48365645
9569;Dic;Honda;Urbana;Hombre;Casado;35;Sedan;Bajo;0;4;5mas;No;2023;116.1548923
9570;Mar;Pontiac;Urbana;Hombre;Soltero;23;Sedan;Bajo;0;2;5mas;No;2023;92.39752042
9571;Ago;Accura;Urbana;Hombre;Casado;36;Sedan;Alto;0;4;5mas;No;2023;255.664791
9572;Nov;Chevrolet;Urbana;Mujer;Casado;39;Sedan;Medio;0;1;5mas;No;2023;50.01501731
9573;Dic;Honda;Urbana;Hombre;Casado;26;Deportivo;Bajo;0;2;5mas;No;2023;49.08563233
9574;Dic;Ford;Rural;Hombre;Casado;48;Sedan;Medio;0;4;5mas;No;2023;269.4464369
9575;Dic;Toyota;Urbana;Hombre;Soltero;22;Sedan;Bajo;0;3;5mas;No;2023;216.8437782
9576;Dic;Accura;Urbana;Hombre;Casado;43;Sedan;Medio;0;4;5mas;No;2023;26.09081659
9577;Nov;Honda;Urbana;Hombre;Casado;27;Sedan;Bajo;0;4;5mas;No;2023;733.8240741
9578;Sep;Toyota;Urbana;Mujer;Casado;41;Sedan;Bajo;0;4;5mas;No;2023;59.07558909
9579;Jul;Mazda;Urbana;Hombre;Casado;72;Deportivo;Bajo;0;2;5mas;No;2023;69.08129908
9580;Ago;Chevrolet;Urbana;Mujer;Casado;36;Deportivo;Bajo;0;1;5mas;No;2023;229.9239487
9581;Jul;Honda;Urbana;Hombre;Soltero;34;Deportivo;Bajo;0;1;5mas;No;2023;37.86654572
9582;Mar;Mazda;Rural;Mujer;Soltero;36;Sedan;Bajo;0;1;5mas;No;2023;27.43884154
9583;Mar;Ford;Rural;Hombre;Casado;41;Sedan;Medio;0;2;5mas;No;2023;133.5084819
9584;Dic;Pontiac;Urbana;Hombre;Casado;42;Sedan;Bajo;0;4;5mas;No;2023;199.127732
9585;Dic;Honda;Urbana;Hombre;Casado;35;Deportivo;Alto;0;4;5mas;No;2023;194.8215807
9586;Dic;Toyota;Urbana;Hombre;Casado;43;Sedan;Bajo;0;1;5mas;No;2023;33.81456549
9587;Dic;Toyota;Urbana;Hombre;Casado;40;Sedan;Medio;0;4;5mas;No;2023;215.2025126
9588;Dic;Chevrolet;Urbana;Hombre;Casado;30;Sedan;Bajo;0;1;5mas;No;2023;220.9078555
9589;Dic;Honda;Urbana;Hombre;Casado;49;Deportivo;Bajo;0;1;5mas;No;2023;65.89226307
9590;Ene;Honda;Urbana;Hombre;Casado;40;Sedan;Medio;0;2;5mas;No;2023;122.4716838
9591;Jul;Ford;Urbana;Hombre;Casado;36;Sedan;Alto;0;4;5mas;No;2023;167.812589
9592;Jul;Pontiac;Urbana;Hombre;Casado;34;Deportivo;Bajo;0;1;5mas;No;2023;38.95373819
9593;Jul;Toyota;Urbana;Hombre;Casado;43;Sedan;Bajo;0;3;5mas;No;2023;21.74970224
9594;Abr;Pontiac;Urbana;Hombre;Casado;27;Sedan;Bajo;0;1;5mas;No;2023;80.75706273
9595;Abr;Honda;Urbana;Hombre;Casado;80;Sedan;Bajo;0;3;5mas;No;2023;100.015
9596;Mar;Toyota;Urbana;Hombre;Casado;66;Sedan;Bajo;0;4;5mas;No;2023;42.16050688
9597;Mar;Chevrolet;Rural;Hombre;Casado;44;Deportivo;Alto;0;3;5mas;No;2023;37.25089696
9598;Feb;Chevrolet;Urbana;Hombre;Casado;32;Deportivo;Bajo;0;2;5mas;No;2023;68.39216657
9599;Dic;Toyota;Urbana;Hombre;Casado;38;Deportivo;Bajo;0;4;5mas;No;2023;175.6038065
9600;Dic;Pontiac;Urbana;Hombre;Casado;42;Sedan;Bajo;0;2;5mas;No;2023;293.6483011
9601;Oct;Toyota;Urbana;Hombre;Casado;52;Sedan;Bajo;0;4;5mas;No;2023;107.2258797
9602;Oct;Honda;Urbana;Hombre;Casado;60;Sedan;Bajo;0;4;5mas;No;2023;167.7822008
9603;Feb;Accura;Urbana;Mujer;Casado;31;Sedan;Medio;0;2;5mas;No;2023;40.26439229
9604;Mar;Toyota;Urbana;Mujer;Casado;48;Sedan;Bajo;0;3;5mas;No;2023;60.09904332
9605;May;Toyota;Urbana;Hombre;Casado;31;Deportivo;Bajo;0;4;5mas;No;2023;95.1198284
9606;Ago;Chevrolet;Urbana;Hombre;Casado;36;Deportivo;Medio;0;4;5mas;No;2023;152.2142089
9607;Ago;Chevrolet;Urbana;Hombre;Casado;36;Carga;Alto;0;1;5mas;No;2023;197.6089357
9608;Ago;Pontiac;Urbana;Mujer;Casado;37;Sedan;Bajo;0;2;5mas;No;2023;195.2138118
9609;Oct;Pontiac;Urbana;Hombre;Soltero;24;Sedan;Bajo;0;4;5mas;No;2023;55.26133756
9610;Abr;Chevrolet;Urbana;Hombre;Casado;36;Sedan;Alto;0;3;5mas;No;2023;163.0381126
9611;Abr;Mazda;Urbana;Hombre;Soltero;39;Sedan;Alto;0;4;5mas;No;2023;29.93637293
9612;Jun;Pontiac;Urbana;Hombre;Casado;30;Sedan;Medio;0;4;5mas;No;2023;76.84467864
9613;Oct;Toyota;Rural;Hombre;Casado;80;Sedan;Bajo;0;3;5mas;No;2023;22.9081606
9614;Ene;Pontiac;Urbana;Mujer;Soltero;26;Sedan;Bajo;1;2;5mas;No;2023;211.1757314
9615;Dic;Honda;Urbana;Hombre;Casado;43;Sedan;Bajo;0;2;5mas;No;2023;158.7352823
9616;Feb;Pontiac;Rural;Hombre;Casado;40;Sedan;Bajo;0;2;5mas;No;2023;78.27857643
9617;Mar;Pontiac;Urbana;Hombre;Casado;38;Sedan;Bajo;0;1;5mas;No;2023;196.3430348
9618;May;Toyota;Urbana;Hombre;Casado;27;Sedan;Bajo;0;4;5mas;No;2023;88.63168627
9619;May;Pontiac;Urbana;Hombre;Casado;28;Deportivo;Alto;0;1;5mas;No;2023;209.0865162
9620;May;Honda;Rural;Mujer;Casado;37;Deportivo;Bajo;0;3;5mas;No;2023;82.88645656
9621;May;Toyota;Urbana;Hombre;Casado;50;Sedan;Medio;0;2;5mas;No;2023;90.47087333
9622;Jun;Honda;Urbana;Hombre;Casado;39;Sedan;Bajo;0;2;5mas;No;2023;86.86469437
9623;Jul;Pontiac;Urbana;Hombre;Soltero;43;Sedan;Bajo;0;3;5mas;No;2023;19.72964944
9624;Jun;Pontiac;Urbana;Mujer;Soltero;39;Sedan;Bajo;0;3;5mas;No;2023;108.4370482
9625;Jun;Pontiac;Urbana;Mujer;Soltero;43;Sedan;Bajo;0;3;5mas;No;2023;107.4490292
9626;Sep;Mazda;Urbana;Hombre;Casado;33;Deportivo;Medio;0;2;5mas;No;2023;73.60035765
9627;Sep;Toyota;Urbana;Hombre;Casado;28;Sedan;Bajo;0;1;5mas;No;2023;116.7798397
9628;Oct;Mazda;Rural;Hombre;Soltero;29;Sedan;Medio;0;3;5mas;No;2023;75.47384054
9629;Dic;Pontiac;Urbana;Hombre;Casado;38;Sedan;Medio;0;1;5mas;No;2023;128.8559469
9630;Dic;Pontiac;Urbana;Hombre;Casado;31;Deportivo;Bajo;0;3;5mas;No;2023;64.52292394
9631;Abr;Pontiac;Urbana;Hombre;Casado;62;Sedan;Bajo;0;4;5mas;No;2023;120.8594171
9632;Abr;Chevrolet;Urbana;Hombre;Casado;26;Sedan;Medio;0;2;5mas;No;2023;357.7181614
9633;May;Honda;Urbana;Mujer;Soltero;35;Deportivo;Alto;0;3;5mas;No;2023;123.6947701
9634;May;Mazda;Urbana;Mujer;Casado;38;Sedan;Medio;0;1;5mas;No;2023;77.1854834
9635;May;Chevrolet;Urbana;Hombre;Casado;33;Sedan;Bajo;0;1;5mas;No;2023;79.82101054
9636;Jul;Honda;Urbana;Hombre;Soltero;23;Sedan;Bajo;0;1;3y;No;2023;101.1080368
9637;Sep;Accura;Urbana;Hombre;Soltero;31;Deportivo;Alto;0;2;5mas;No;2023;65.32418022
9638;Sep;Accura;Urbana;Hombre;Soltero;52;Sedan;Medio;0;3;5mas;No;2023;138.5411911
9639;Ago;Toyota;Urbana;Mujer;Soltero;31;Deportivo;Bajo;0;3;5mas;No;2023;61.51723358
9640;Oct;Honda;Urbana;Hombre;Casado;36;Deportivo;Medio;0;4;5mas;No;2023;181.9320361
9641;Oct;VW;Rural;Hombre;Casado;53;Sedan;Alto;0;4;5mas;No;2023;283.0024879
9642;Dic;Toyota;Urbana;Hombre;Casado;40;Deportivo;Bajo;0;2;5mas;No;2023;130.1602004
9643;Dic;Pontiac;Urbana;Hombre;Soltero;27;Sedan;Bajo;0;2;5mas;No;2023;151.0540507
9644;Abr;Pontiac;Urbana;Hombre;Casado;47;Sedan;Bajo;0;3;5mas;Si;2023;88.3071146
9645;Feb;Chevrolet;Urbana;Hombre;Casado;46;Sedan;Alto;0;1;5mas;No;2023;16.12634541
9646;Feb;Honda;Urbana;Hombre;Casado;75;Deportivo;Bajo;0;1;5mas;No;2023;194.7641499
9647;Feb;Pontiac;Rural;Hombre;Soltero;39;Sedan;Bajo;0;1;5mas;No;2023;59.07131816
9648;Mar;Pontiac;Rural;Hombre;Casado;47;Sedan;Bajo;0;4;5mas;No;2023;311.2979955
9649;Oct;Toyota;Urbana;Hombre;Casado;44;Sedan;Bajo;0;3;5mas;No;2023;34.72878527
9650;Jul;Accura;Urbana;Hombre;Casado;51;Carga;Alto;0;3;5mas;No;2023;13.97402386
9651;Jul;VW;Urbana;Hombre;Casado;43;Sedan;Medio;0;4;5mas;No;2023;42.10274285
9652;Ago;VW;Urbana;Hombre;Soltero;41;Sedan;Medio;0;1;5mas;No;2023;63.85323636
9653;Jul;Honda;Urbana;Hombre;Soltero;20;Sedan;Medio;0;3;3y;No;2023;140.2754109
9654;Nov;Pontiac;Urbana;Mujer;Casado;40;Sedan;Bajo;0;3;5mas;No;2023;547.9953817
9655;Nov;Toyota;Urbana;Hombre;Soltero;77;Sedan;Bajo;0;1;5mas;No;2023;110.5933628
9656;Nov;Honda;Urbana;Hombre;Soltero;22;Sedan;Bajo;0;2;3y;No;2023;418.6148412
9657;Mar;Mazda;Urbana;Hombre;Casado;62;Sedan;Bajo;0;4;5mas;No;2023;56.54114272
9658;Abr;Mazda;Urbana;Hombre;Casado;54;Deportivo;Alto;0;2;5mas;No;2023;253.97683
9659;Ene;Toyota;Urbana;Mujer;Soltero;26;Sedan;Medio;0;4;5mas;No;2023;382.5933496
9660;Ago;Mazda;Urbana;Hombre;Casado;52;Sedan;Bajo;0;3;5mas;No;2023;32.91264176
9661;Oct;Mazda;Urbana;Hombre;Casado;47;Sedan;Bajo;0;4;5mas;No;2023;45.49270205
9662;Oct;Toyota;Urbana;Mujer;Soltero;33;Deportivo;Medio;0;2;5mas;No;2023;101.2426197
9663;Dic;Honda;Urbana;Mujer;Soltero;56;Sedan;Bajo;0;1;5mas;No;2023;40.16971392
9664;Nov;Pontiac;Urbana;Hombre;Casado;60;Sedan;Bajo;0;4;5mas;No;2023;356.8960938
9665;Oct;Pontiac;Urbana;Hombre;Casado;55;Sedan;Bajo;0;4;5mas;No;2023;282.3001049
9666;Oct;Honda;Urbana;Hombre;Casado;44;Deportivo;Medio;0;3;5mas;No;2023;147.4294891
9667;Sep;Pontiac;Urbana;Hombre;Casado;60;Sedan;Alto;0;3;5mas;No;2023;261.6256583
9668;Sep;Toyota;Urbana;Mujer;Soltero;42;Sedan;Bajo;0;1;5mas;No;2023;143.3455641
9669;Ago;Pontiac;Urbana;Mujer;Soltero;31;Sedan;Bajo;0;4;5mas;No;2023;55.71939002
9670;Ene;Honda;Urbana;Hombre;Casado;37;Deportivo;Alto;1;4;5mas;No;2023;115.4040092
9671;Mar;Ford;Urbana;Hombre;Casado;58;Sedan;Medio;0;2;5mas;No;2023;63.37794867
9672;Dic;Mazda;Urbana;Mujer;Casado;50;Deportivo;Bajo;0;3;5mas;No;2023;97.54801814
9673;Ene;Pontiac;Urbana;Mujer;Soltero;22;Sedan;Bajo;0;2;4y;Si;2023;132.5870933
9674;Nov;Honda;Urbana;Hombre;Soltero;28;Deportivo;Alto;0;4;5mas;No;2023;48.56932643
9675;Oct;Chevrolet;Rural;Hombre;Casado;39;Sedan;Medio;0;1;5mas;No;2023;177.4349626
9676;Sep;Toyota;Urbana;Hombre;Casado;50;Sedan;Bajo;0;1;5mas;No;2023;105.5106616
9677;Ago;Toyota;Urbana;Hombre;Casado;42;Deportivo;Medio;0;3;5mas;No;2023;58.74710292
9678;Jul;Toyota;Urbana;Hombre;Casado;43;Deportivo;Medio;0;4;5mas;No;2023;127.99261
9679;Jun;Accura;Urbana;Hombre;Casado;38;Carga;Alto;0;4;5mas;No;2023;151.4427096
9680;May;Honda;Urbana;Hombre;Soltero;42;Sedan;Bajo;0;3;5mas;No;2023;73.95633658
9681;Ene;Honda;Urbana;Mujer;Soltero;23;Sedan;Bajo;0;1;4y;No;2023;192.4547206
9682;Dic;Toyota;Urbana;Hombre;Soltero;45;Sedan;Bajo;0;1;5mas;No;2023;86.74552001
9683;Nov;Mazda;Urbana;Hombre;Casado;50;Sedan;Bajo;0;3;5mas;No;2023;187.0022041
9684;Sep;Toyota;Urbana;Hombre;Casado;52;Sedan;Bajo;0;1;5mas;No;2023;209.4635817
9685;Sep;Pontiac;Urbana;Hombre;Soltero;35;Sedan;Bajo;0;4;5mas;No;2023;117.7550928
9686;Ene;Chevrolet;Rural;Hombre;Casado;30;Sedan;Medio;0;2;5mas;No;2023;128.4858729
9687;Jul;Toyota;Urbana;Hombre;Casado;75;Sedan;Bajo;0;1;5mas;No;2023;150.2648812
9688;Abr;Pontiac;Rural;Hombre;Soltero;52;Sedan;Bajo;0;1;5mas;No;2023;79.85834023
9689;Abr;Toyota;Urbana;Hombre;Soltero;26;Deportivo;Bajo;0;3;3y;No;2023;206.4491516
9690;Ene;Honda;Urbana;Hombre;Casado;40;Sedan;Bajo;0;4;5mas;No;2023;246.5145514
9691;Dic;Honda;Urbana;Hombre;Casado;29;Sedan;Bajo;1;1;4y;No;2023;409.0741636
9692;Dic;Honda;Urbana;Hombre;Casado;33;Sedan;Bajo;0;2;5mas;No;2023;196.5640205
9693;Nov;Toyota;Urbana;Mujer;Casado;44;Sedan;Alto;0;3;5mas;No;2023;218.2373197
9694;Oct;Honda;Urbana;Hombre;Casado;31;Sedan;Medio;0;4;5mas;No;2023;165.5633861
9695;Sep;Mazda;Urbana;Hombre;Soltero;29;Sedan;Bajo;0;1;5mas;No;2023;115.9918969
9696;Ago;Mazda;Urbana;Hombre;Casado;29;Sedan;Bajo;0;4;5mas;No;2023;218.5974089
9697;Jul;Mazda;Urbana;Hombre;Soltero;28;Sedan;Bajo;0;2;5mas;No;2023;151.4630049
9698;Jul;Mercury;Urbana;Hombre;Soltero;41;Deportivo;Bajo;0;1;5mas;No;2023;75.34804574
9699;Jul;Honda;Urbana;Hombre;Casado;53;Sedan;Bajo;0;3;5mas;No;2023;68.13662025
9700;Jun;Honda;Urbana;Hombre;Casado;27;Deportivo;Bajo;0;3;5mas;No;2023;222.3658948
9701;Jun;Ford;Urbana;Hombre;Casado;46;Deportivo;Medio;0;4;5mas;No;2023;70.81958881
9702;May;Toyota;Urbana;Hombre;Casado;37;Sedan;Bajo;0;1;5mas;No;2023;247.2331232
9703;Mar;Pontiac;Urbana;Hombre;Soltero;29;Deportivo;Medio;0;2;5mas;No;2023;421.8964576
9704;Ago;Honda;Urbana;Hombre;Casado;50;Deportivo;Bajo;0;2;5mas;No;2023;254.2611865
9705;Jun;Toyota;Rural;Mujer;Soltero;35;Sedan;Bajo;0;3;5mas;No;2023;289.168429
9706;Jun;Mazda;Urbana;Hombre;Soltero;46;Deportivo;Alto;0;2;5mas;No;2023;406.353932
9707;May;Mazda;Urbana;Hombre;Casado;41;Sedan;Alto;0;4;5mas;No;2023;42.45128411
9708;Ago;Chevrolet;Urbana;Hombre;Casado;38;Deportivo;Medio;0;4;5mas;No;2023;237.8536992
9709;Ene;Toyota;Urbana;Hombre;Casado;77;Sedan;Alto;0;3;5mas;No;2023;527.5273632
9710;Dic;Mazda;Urbana;Hombre;Casado;30;Sedan;Bajo;0;2;5mas;No;2023;89.96018745
9711;Mar;Honda;Urbana;Hombre;Casado;31;Deportivo;Bajo;0;2;5mas;No;2023;118.316046
9712;Abr;Pontiac;Urbana;Mujer;Soltero;37;Sedan;Bajo;0;2;5mas;No;2023;88.08182196
9713;Abr;Pontiac;Urbana;Hombre;Casado;49;Deportivo;Bajo;0;2;5mas;No;2023;73.20072537
9714;Ene;Honda;Urbana;Hombre;Casado;28;Sedan;Bajo;0;2;5mas;No;2023;139.8187963
9715;Oct;Pontiac;Rural;Hombre;Casado;44;Sedan;Bajo;0;2;5mas;No;2023;93.66611671
9716;Oct;Pontiac;Urbana;Hombre;Casado;35;Sedan;Bajo;0;2;5mas;No;2023;111.9214803
9717;Oct;Chevrolet;Urbana;Hombre;Casado;57;Deportivo;Medio;0;4;5mas;No;2023;179.9169468
9718;Dic;Honda;Urbana;Hombre;Soltero;27;Sedan;Bajo;0;3;5mas;No;2023;99.85589286
9719;Ene;Mazda;Urbana;Hombre;Casado;55;Deportivo;Alto;0;3;5mas;No;2023;163.2054656
9720;Abr;Mazda;Urbana;Mujer;Casado;55;Sedan;Bajo;0;3;5mas;No;2023;74.59021581
9721;Abr;Honda;Urbana;Mujer;Casado;45;Deportivo;Bajo;0;4;5mas;No;2023;95.587615
9722;Jun;Toyota;Urbana;Hombre;Casado;39;Deportivo;Bajo;0;3;5mas;No;2023;134.7786836
9723;Ene;Chevrolet;Urbana;Hombre;Soltero;26;Sedan;Medio;0;3;5mas;No;2023;192.6345502
9724;Jul;Pontiac;Urbana;Mujer;Casado;34;Sedan;Bajo;0;2;5mas;No;2023;48.19911512
9725;Ago;Pontiac;Urbana;Hombre;Casado;68;Sedan;Bajo;0;3;5mas;No;2023;169.5647171
9726;Oct;Chevrolet;Urbana;Hombre;Soltero;30;Sedan;Medio;0;2;5mas;No;2023;240.1652793
9727;Dic;Honda;Urbana;Hombre;Soltero;19;Sedan;Bajo;0;4;3y;No;2023;125.5180092
9728;Dic;Honda;Urbana;Hombre;Casado;32;Sedan;Bajo;0;1;5mas;No;2023;49.24810293
9729;Dic;Mazda;Urbana;Hombre;Casado;32;Sedan;Bajo;0;4;5mas;No;2023;153.7660196
9730;Dic;Pontiac;Urbana;Hombre;Casado;44;Sedan;Medio;0;1;5mas;No;2023;304.9769199
9731;Dic;Honda;Urbana;Hombre;Casado;32;Sedan;Bajo;0;1;5mas;No;2023;269.3768734
9732;Nov;Toyota;Urbana;Hombre;Soltero;43;Sedan;Bajo;0;2;5mas;No;2023;124.8419056
9733;Oct;Chevrolet;Rural;Hombre;Casado;22;Deportivo;Medio;0;1;5mas;No;2023;111.2851651
9734;Oct;Pontiac;Urbana;Hombre;Casado;45;Sedan;Bajo;0;3;5mas;No;2023;38.15947247
9735;Ago;Toyota;Urbana;Hombre;Soltero;43;Deportivo;Bajo;0;4;5mas;No;2023;261.8173426
9736;Ago;Saturn;Urbana;Hombre;Casado;50;Sedan;Bajo;0;1;5mas;No;2023;26.37872559
9737;Ago;Toyota;Rural;Hombre;Casado;59;Sedan;Bajo;0;2;5mas;No;2023;291.8769481
9738;Jul;Mazda;Urbana;Hombre;Casado;33;Deportivo;Medio;0;3;5mas;No;2023;335.3034276
9739;Jul;Pontiac;Urbana;Hombre;Casado;45;Sedan;Bajo;0;3;5mas;No;2023;298.6001649
9740;Jun;Toyota;Urbana;Hombre;Casado;31;Deportivo;Bajo;0;3;5mas;No;2023;184.8856626
9741;Abr;Toyota;Urbana;Hombre;Casado;53;Sedan;Medio;0;4;5mas;No;2023;216.8364839
9742;Abr;Toyota;Urbana;Hombre;Casado;40;Deportivo;Bajo;0;3;5mas;No;2023;78.96828186
9743;Dic;Pontiac;Rural;Hombre;Soltero;27;Deportivo;Bajo;0;2;5mas;No;2023;57.96692208
9744;Nov;Mazda;Urbana;Hombre;Soltero;43;Deportivo;Alto;0;1;5mas;No;2023;286.5628747
9745;Nov;Pontiac;Urbana;Hombre;Casado;55;Sedan;Bajo;0;4;5mas;No;2023;241.4864939
9746;Nov;Mazda;Urbana;Hombre;Casado;30;Sedan;Medio;0;1;5mas;No;2023;90.93213069
9747;Ago;Mazda;Urbana;Hombre;Casado;29;Deportivo;Medio;0;1;5mas;No;2023;308.946132
9748;Ene;Mazda;Urbana;Hombre;Casado;48;Sedan;Bajo;0;4;5mas;No;2023;342.0741907
9749;Jun;Honda;Urbana;Hombre;Casado;29;Sedan;Bajo;0;3;5mas;No;2023;68.08942639
9750;Jun;Pontiac;Urbana;Hombre;Soltero;33;Sedan;Bajo;0;4;5mas;No;2023;389.6159521
9751;Jun;Honda;Urbana;Hombre;Casado;38;Sedan;Medio;0;4;5mas;No;2023;72.27473966
9752;May;Pontiac;Urbana;Hombre;Casado;27;Deportivo;Bajo;0;4;5mas;No;2023;249.5859396
9753;Abr;Toyota;Urbana;Hombre;Casado;42;Sedan;Alto;0;3;5mas;No;2023;171.6150236
9754;Abr;Toyota;Urbana;Hombre;Casado;27;Deportivo;Medio;0;1;5mas;No;2023;112.1200649
9755;Feb;Ford;Urbana;Hombre;Casado;65;Sedan;Medio;0;3;5mas;No;2023;128.742427
9756;Feb;Mazda;Urbana;Hombre;Casado;33;Sedan;Bajo;0;2;4y;No;2023;35.38370369
9757;Feb;Mazda;Urbana;Mujer;Soltero;34;Sedan;Bajo;0;1;5mas;No;2023;90.35708382
9758;Nov;Chevrolet;Urbana;Hombre;Casado;28;Sedan;Bajo;0;4;5mas;No;2023;151.0853274
9759;Feb;Accura;Rural;Hombre;Casado;30;Deportivo;Medio;0;4;5mas;No;2023;43.20241896
9760;Sep;Honda;Urbana;Hombre;Casado;32;Deportivo;Alto;0;2;5mas;No;2023;461.2681057
9761;Feb;Toyota;Urbana;Hombre;Soltero;52;Sedan;Bajo;0;1;5mas;No;2023;350.7506326
9762;Ene;Chevrolet;Urbana;Hombre;Casado;56;Sedan;Bajo;0;1;5mas;No;2023;94.99271591
9763;Mar;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;3;0y;No;2023;282.9245122
9764;May;Toyota;Urbana;Hombre;Casado;35;Deportivo;Medio;0;1;5mas;No;2023;203.4781769
9765;May;Honda;Urbana;Hombre;Casado;43;Deportivo;Bajo;0;1;5mas;No;2023;152.0519551
9766;May;Honda;Urbana;Hombre;Casado;49;Sedan;Bajo;0;1;5mas;No;2023;41.49553408
9767;May;Mazda;Urbana;Hombre;Casado;48;Deportivo;Bajo;0;3;5mas;No;2023;437.4744459
9768;Jun;Pontiac;Urbana;Mujer;Casado;44;Sedan;Medio;0;4;5mas;No;2023;25.07236612
9769;Sep;Mazda;Rural;Hombre;Soltero;22;Deportivo;Medio;0;1;5mas;No;2023;103.8595449
9770;Sep;Honda;Urbana;Hombre;Soltero;31;Sedan;Bajo;0;2;5mas;No;2023;83.74567537
9771;Sep;Pontiac;Urbana;Hombre;Casado;76;Sedan;Bajo;0;1;5mas;No;2023;185.3949284
9772;Sep;Pontiac;Urbana;Hombre;Casado;38;Deportivo;Bajo;0;2;5mas;No;2023;91.77184931
9773;Sep;Pontiac;Urbana;Hombre;Soltero;27;Sedan;Bajo;0;2;5mas;No;2023;292.5146948
9774;Abr;Pontiac;Urbana;Hombre;Soltero;26;Sedan;Medio;0;1;5mas;No;2023;334.1516108
9775;Abr;Mazda;Urbana;Hombre;Casado;36;Deportivo;Medio;0;1;5mas;No;2023;108.4790665
9776;Abr;Saab;Urbana;Hombre;Soltero;26;Deportivo;Medio;0;2;5mas;No;2023;515.5194952
9777;Sep;Toyota;Urbana;Hombre;Casado;39;Deportivo;Alto;0;2;5mas;No;2023;77.26176344
9778;Sep;Pontiac;Urbana;Mujer;Soltero;24;Sedan;Bajo;0;2;5mas;No;2023;81.06735539
9779;Sep;Chevrolet;Urbana;Hombre;Casado;44;Carga;Alto;0;2;5mas;No;2023;254.0959359
9780;Dic;Chevrolet;Urbana;Hombre;Casado;46;Deportivo;Alto;0;4;5mas;No;2023;146.1667095
9781;Oct;Toyota;Urbana;Hombre;Casado;39;Sedan;Bajo;0;1;5mas;Si;2023;123.8255291
9782;Feb;Pontiac;Urbana;Hombre;Casado;33;Sedan;Alto;0;1;5mas;No;2023;83.24177161
9783;Mar;Toyota;Urbana;Hombre;Soltero;38;Sedan;Bajo;0;4;5mas;No;2023;181.3918493
9784;Jul;Pontiac;Urbana;Hombre;Casado;60;Sedan;Bajo;0;2;5mas;No;2023;56.47452835
9785;Jul;Pontiac;Urbana;Hombre;Casado;76;Sedan;Bajo;0;1;5mas;No;2023;191.077533
9786;Nov;Mazda;Urbana;Hombre;Casado;54;Sedan;Medio;0;1;5mas;No;2023;73.91900763
9787;Nov;Honda;Urbana;Hombre;Casado;49;Sedan;Bajo;0;4;5mas;No;2023;154.8758949
9788;Dic;Pontiac;Rural;Mujer;Soltero;33;Sedan;Bajo;0;3;5mas;No;2023;227.219445
9789;Nov;Toyota;Urbana;Hombre;Soltero;21;Sedan;Bajo;0;4;5mas;No;2023;174.1755858
9790;Abr;VW;Urbana;Hombre;Soltero;40;Sedan;Medio;0;4;5mas;No;2023;123.8273584
9791;Oct;Chevrolet;Urbana;Hombre;Casado;26;Sedan;Medio;0;2;5mas;No;2023;81.5149119
9792;Nov;Accura;Urbana;Hombre;Casado;55;Sedan;Bajo;0;2;5mas;No;2023;100.9696292
9793;Oct;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;2;0y;No;2023;190.2616754
9794;Oct;Pontiac;Urbana;Hombre;Casado;45;Deportivo;Bajo;0;4;5mas;No;2023;56.91176044
9795;Dic;Pontiac;Urbana;Hombre;Casado;30;Deportivo;Bajo;0;4;5mas;No;2023;99.28360499
9796;Dic;Toyota;Urbana;Mujer;Casado;42;Sedan;Bajo;0;2;5mas;No;2023;14.7688193
9797;Sep;Toyota;Urbana;Hombre;Casado;56;Sedan;Bajo;0;1;5mas;No;2023;59.38069142
9798;Sep;Toyota;Urbana;Hombre;Soltero;34;Deportivo;Bajo;0;2;5mas;No;2023;269.6567503
